time,allstate,geico,progressive,statefarm,usaa,wearefarmers
2016-03-12 17:04:52.750222,0.73,0.3,0.12,0.33,0.97,0.45
2016-03-12 17:04:57.394381,0.35,0.45,0.43,0.28,0.69,0.9
2016-03-12 17:05:01.863906,0.08,0.14,0.73,0.76,0.49,0.43
2016-03-12 17:39:37.165683,0.0,0.12,0.99,0.81,0.86,0.05
2016-03-12 17:48:19.670378,0.86,0.26,0.76,0.83,0.86,0.14
2016-03-12 17:48:41.053127,0.66,0.17,0.06,0.89,0.82,0.38
2016-03-12 17:49:44.189079,0.72,0.18,0.66,0.87,0.83,0.7
2016-03-12 17:49:59.761167,0.12,0.72,0.89,0.26,0.49,0.87
2016-03-12 17:50:06.939477,0.57,0.35,0.1,0.44,0.93,0.43
2016-03-13 18:40:14.319188,0.4725499755133348,0.4903762946806613,0.4723988897977896,0.4856922673188521,0.3577103714068152,0.4573476186306692
2016-03-13 18:41:18.567821,0.4572537879426539,0.4903762946806613,0.4723988897977896,0.4856922673188521,0.3577103714068152,0.4573476186306692
2016-03-13 18:42:21.738483,0.4725499755133348,0.4903762946806613,0.4723988897977896,0.4856922673188521,0.3577103714068152,0.4573476186306692
2016-03-13 18:43:25.440619,0.4725499755133348,0.4903762946806613,0.4723988897977896,0.4856922673188521,0.3577103714068152,0.4573476186306692
2016-03-13 18:44:28.903968,0.4725499755133348,0.4903762946806613,0.4723988897977896,0.4856922673188521,0.3577103714068152,0.4573476186306692
2016-03-13 18:45:32.590833,0.4725499755133348,0.4903762946806613,0.4723988897977896,0.4856922673188521,0.3577103714068152,0.4573476186306692
2016-03-14 09:22:37.272097,0.464123815114635,0.6324326157400849,0.4892200137234105,0.4799507580605774,0.40729562636915145,0.4573476186306691
2016-03-14 09:23:40.590129,0.464123815114635,0.6324326157400849,0.4892200137234105,0.4799507580605774,0.40729562636915145,0.4573476186306691
2016-03-14 09:24:43.803516,0.464123815114635,0.6324326157400849,0.4892200137234105,0.4799507580605774,0.40729562636915145,0.4573476186306691
2016-03-14 09:25:47.872488,0.464123815114635,0.6324326157400849,0.4892200137234105,0.4799507580605774,0.40729562636915145,0.4573476186306691
2016-03-14 09:26:51.611911,0.464123815114635,0.6324326157400849,0.4892200137234105,0.4799507580605774,0.40729562636915145,0.4573476186306691
2016-03-14 09:27:55.130418,0.464123815114635,0.6324326157400849,0.4892200137234105,0.4799507580605774,0.40729562636915145,0.4573476186306691
2016-03-14 09:28:58.594610,0.464123815114635,0.6324326157400849,0.4892200137234105,0.4799507580605774,0.40729562636915145,0.4573476186306691
2016-03-14 09:30:02.559512,0.464123815114635,0.6324326157400849,0.4892200137234105,0.4799507580605774,0.40729562636915145,0.4573476186306691
2016-03-14 09:31:06.973333,0.464123815114635,0.6324326157400849,0.4892200137234105,0.4799507580605774,0.40729562636915145,0.4573476186306691
2016-03-14 09:32:10.666468,0.464123815114635,0.6324326157400849,0.4892200137234105,0.4799507580605774,0.40729562636915145,0.4573476186306691
2016-03-14 09:33:13.977402,0.464123815114635,0.6324326157400849,0.4892200137234105,0.4799507580605774,0.40729562636915145,0.4573476186306691
2016-03-14 09:34:17.382031,0.464123815114635,0.6324326157400849,0.4892200137234105,0.4799507580605774,0.40729562636915145,0.4573476186306691
2016-03-14 09:35:20.727523,0.464123815114635,0.6324326157400849,0.4892200137234105,0.4799507580605774,0.40729562636915145,0.4573476186306691
2016-03-14 09:36:24.262399,0.464123815114635,0.6324326157400849,0.4892200137234105,0.4799507580605774,0.40729562636915145,0.4573476186306691
2016-03-14 09:37:27.816810,0.464123815114635,0.6324326157400849,0.4892200137234105,0.4799507580605774,0.40729562636915145,0.4573476186306691
2016-03-14 09:38:31.345445,0.464123815114635,0.6324326157400849,0.4892200137234105,0.4799507580605774,0.3984749771868289,0.4573476186306691
2016-03-14 09:39:35.515586,0.464123815114635,0.6324326157400849,0.4892200137234105,0.4799507580605774,0.3984749771868289,0.4573476186306691
2016-03-14 09:40:39.427125,0.464123815114635,0.6324326157400849,0.4892200137234105,0.4799507580605774,0.3984749771868289,0.4573476186306691
2016-03-14 09:41:43.990867,0.464123815114635,0.6477670445592324,0.4892200137234105,0.4799507580605774,0.3984749771868289,0.4573476186306691
2016-03-14 09:42:47.835405,0.464123815114635,0.6477670445592324,0.4892200137234105,0.4799507580605774,0.3984749771868289,0.4573476186306691
2016-03-14 09:43:51.497195,0.464123815114635,0.6140608797216109,0.4892200137234105,0.4799507580605774,0.3984749771868289,0.4573476186306691
2016-03-14 09:44:55.476836,0.464123815114635,0.6140608797216109,0.4892200137234105,0.4799507580605774,0.41156881594246986,0.4573476186306691
2016-03-14 09:45:58.787327,0.464123815114635,0.6140608797216109,0.4892200137234105,0.4799507580605774,0.41156881594246986,0.4573476186306691
2016-03-14 09:47:02.188505,0.4575977684136895,0.6140608797216109,0.4892200137234105,0.4799507580605774,0.41156881594246986,0.4573476186306691
2016-03-14 09:48:06.276967,0.4575977684136895,0.6140608797216109,0.4892200137234105,0.4799507580605774,0.41156881594246986,0.4573476186306691
2016-03-14 09:49:09.680381,0.4575977684136895,0.6140608797216109,0.4892200137234105,0.4799507580605774,0.41156881594246986,0.4573476186306691
2016-03-14 09:50:12.908523,0.4575977684136895,0.6140608797216109,0.4892200137234105,0.4799507580605774,0.41156881594246986,0.4573476186306691
2016-03-14 09:51:16.440765,0.4575977684136895,0.6140608797216109,0.4892200137234105,0.4799507580605774,0.41156881594246986,0.4573476186306691
2016-03-14 09:52:20.626111,0.4575977684136895,0.6140608797216109,0.4892200137234105,0.4799507580605774,0.41156881594246986,0.4573476186306691
2016-03-14 09:53:23.999767,0.4575977684136895,0.6140608797216109,0.4892200137234105,0.4799507580605774,0.41156881594246986,0.4573476186306691
2016-03-14 09:54:27.980963,0.4575977684136895,0.6140608797216109,0.4892200137234105,0.4799507580605774,0.41156881594246986,0.4573476186306691
2016-03-14 09:55:31.715688,0.4575977684136895,0.6140608797216109,0.4892200137234105,0.4799507580605774,0.41156881594246986,0.4573476186306691
2016-03-14 09:56:35.111241,0.4575977684136895,0.6140608797216109,0.4892200137234105,0.4799507580605774,0.41156881594246986,0.4573476186306691
2016-03-14 09:57:39.331733,0.4575977684136895,0.6140608797216109,0.4892200137234105,0.4799507580605774,0.41156881594246986,0.4573476186306691
2016-03-14 09:58:42.990228,0.4575977684136895,0.6140608797216109,0.4892200137234105,0.4799507580605774,0.41156881594246986,0.4573476186306691
2016-03-14 09:59:46.419558,0.4575977684136895,0.6140608797216109,0.4892200137234105,0.4799507580605774,0.41156881594246986,0.4573476186306691
2016-03-14 10:00:50.500589,0.4575977684136895,0.6140608797216109,0.4892200137234105,0.4799507580605774,0.41156881594246986,0.4573476186306691
2016-03-14 10:01:54.035665,0.4575977684136895,0.6140608797216109,0.4892200137234105,0.4799507580605774,0.41156881594246986,0.4573476186306691
2016-03-14 10:02:57.407756,0.4575977684136895,0.6140608797216109,0.4892200137234105,0.4799507580605774,0.41156881594246986,0.4573476186306691
2016-03-14 10:04:00.934257,0.4575977684136895,0.6140608797216109,0.4892200137234105,0.4799507580605774,0.41156881594246986,0.4573476186306691
2016-03-14 10:05:04.436505,0.4575977684136895,0.6140608797216109,0.4892200137234105,0.4799507580605774,0.41156881594246986,0.4573476186306691
2016-03-14 10:06:08.960523,0.4575977684136895,0.6140608797216109,0.4892200137234105,0.4799507580605774,0.4325009827465869,0.4573476186306691
2016-03-14 10:07:12.454203,0.4575977684136895,0.6140608797216109,0.4892200137234105,0.4799507580605774,0.4325009827465869,0.4573476186306691
